User-ID,Location,Age
211304,"sun lakes, arizona, usa",55.0
211344,"vienna, virginia, usa",32.0
211345,"barakaldo, euskadi, spain",36.0
211353,"crosby, texas, usa",35.0
211430,"toronto, ontario, canada",28.0
211610,"buthiers, haute-saône, france",50.0
211841,"laguna niguel, california, usa",27.0
211919,"jacksonville, florida, usa",38.0
211929,"lisboa, lisboa, portugal",23.0
212054,"lisboa, lisboa, portugal",18.0
212411,"deltona, florida, usa",25.0
212467,"weimar, texas, usa",62.0
212628,"horsham, pennsylvania, usa",36.0
212645,"coal township, pennsylvania, usa",21.0
212758,"canning vale, western australia, australia",37.0
212775,"cincinnati, ohio, usa",70.0
212832,"halifax, nova scotia, canada",23.0
212898,"la ronge, saskatchewan, canada",32.0
212923,"minneapolis, minnesota, usa",34.0
212965,"akron,, ohio, usa",43.0
212986,"niskayuna, new york, usa",39.0
213316,"rotherham, england, united kingdom",32.0
213350,"rowland heights, california, usa",65.0
213628,"springfield, ,",31.0
213826,"university city, missouri, usa",40.0
213919,"oakland, ,",32.0
214272,"paris, tennessee, usa",42.0
214464,"salerno, ,",32.0
214485,"gloucester, england, united kingdom",31.0
214641,"avondale, arizona, usa",30.0
214809,"piacenza, emilia romagna, italy",32.0
214841,"nijmegen, gelderland, netherlands",22.0
214890,"edinburgh, scotland, united kingdom",62.0
215006,"seattle, washington, usa",44.0
215136,"the landmark, central, hong kong",32.0
215225,"bonn, nordrhein-westfalen, germany",40.0
215421,"san francisco, california, usa",57.0
215677,"matlock, england, united kingdom",44.0
216012,"clevelad, ohio, usa",34.0
216019,"mechanicsville, virginia, usa",29.0
216057,"toronto, ontario, canada",32.0
216386,"taylorsville, utah, usa",25.0
216444,"nunspeet, gelderland, netherlands",57.0
216546,"syracuse, new york, usa",32.0
216705,"lisboa, lisboa, portugal",46.0
216760,"san jose, california, usa",48.0
216781,"apopka, florida, usa",55.0
217106,"rock island, illinois, usa",55.0
217121,"frodsham, england, united kingdom",43.0
217211,"apo, ap, usa",28.0
217247,"haifa, n/a, israel",24.0
217328,"houston, texas, usa",32.0
217375,"st. petersburg, florida, usa",35.0
217595,"distrito federal, mexico, mexico",31.0
217681,"oak hill, virginia, usa",18.0
217701,"vienna, wien, austria",39.0
217874,"landau, ,",29.0
217895,"tehran, tehran, iran",32.0
217986,"ypsilanti, michigan, usa",35.0
218116,"ranchi, jharkhand, india",20.0
218121,"brighton, colorado, usa",32.0
218197,"nürnberg, bayern, germany",39.0
218241,"ocean pines, maryland, usa",32.0
218552,"san antonio, texas, usa",48.0
218569,"salem, oregon, usa",36.0
218608,"spartanburg, south carolina, usa",31.0
218721,"santa fe, new mexico, usa",32.0
218736,"transient, british columbia, canada",22.0
218747,"el paso, texas, usa",32.0
219065,"daly city, , usa",32.0
219525,"annandale, new south wales, australia",31.0
219546,"new albany, indiana, usa",25.0
219683,"santa ana, california, usa",32.0
220158,"mena, arkansas, usa",32.0
220240,"roanoke, texas, usa",34.0
220278,"hammond, indiana, usa",32.0
220688,"brookline, massachusetts, usa",27.0
220861,"kaikoura, canterbury, new zealand",41.0
220867,"adelaide, south australia, australia",25.0
221445,"portland, oregon, usa",32.0
221495,"stone mountain, georgia, usa",24.0
221510,"euless, texas, usa",28.0
221723,"calgary, alberta, canada",41.0
222110,"berlin, berlin, germany",33.0
222614,"alameda, california, usa",59.0
222826,"australia, was in singas now in shangers, china",28.0
223034,"toronto, ontario, canada",32.0
223087,"sherman oaks, california, usa",32.0
223154,"wilmington, north carolina, usa",33.0
223530,"san diego, california, usa",32.0
223553,"portales, new mexico, usa",32.0
223566,"kansas city, missouri, usa",29.0
223607,"saline, michigan, usa",32.0
224122,"carouge, geneva, switzerland",32.0
224138,"carlsbad, california, usa",32.0
224226,"alexandria, virginia, usa",32.0
224236,"neptune, new jersey, usa",32.0
224340,"kansas city, missouri, usa",45.0
224342,"chester, virginia, usa",42.0
224349,"columbia, maryland, usa",23.0
224423,"mettmann, nordrhein-westfalen, germany",58.0
224435,"warren, michigan, usa",24.0
224525,"ploiesti, prahova, romania",18.0
224764,"rockaway, new jersey, usa",32.0
224768,"huntington beach, california, usa",41.0
224944,"houston, texas, usa",45.0
224997,"legazpi, albay, philippines",32.0
225087,"toronto, ontario, canada",51.0
225232,"sydney, new south wales, australia",32.0
225565,"portland, oregon, usa",32.0
225686,"daly city, california, usa",16.0
225727,"norfolk, virginia, usa",52.0
225761,"genova, liguria, italy",32.0
225763,"san francisco, california, usa",32.0
225810,"el cajon, california, usa",56.0
225939,"milton, florida, usa",40.0
225986,"watford, england, united kingdom",36.0
226006,"scott, arkansas, usa",35.0
226361,"houston, texas, usa",32.0
226545,"mesa, arizona, usa",38.0
226616,"tucson, arizona, usa",32.0
226638,"reno, nevada, usa",50.0
226745,"humble, ,",38.0
226987,"albuqerque, new mexico, usa",34.0
227025,"saskatoon, saskatchewan, canada",33.0
227054,"nampa, idaho, usa",27.0
227250,"rhame, north dakota, usa",32.0
227276,"rotherham, england, united kingdom",41.0
227447,"kelseyville, california, usa",38.0
227520,"san jose, california, usa",33.0
227705,"westport, connecticut, usa",36.0
227764,"florence, kentucky, usa",32.0
227814,"west valley city, ,",48.0
228021,"ann arbor, michigan, usa",32.0
228311,"coon rapids, minnesota, usa",32.0
228372,"denver, colorado, usa",54.0
228764,"oakdale, california, usa",39.0
228998,"lincoln, nebraska, usa",41.0
229011,"mclean, virginia, usa",32.0
229329,"st-légier, vaud, switzerland",56.0
229434,"hürth, nordrhein-westfalen, germany",39.0
229501,"zaragoza, zaragoza, spain",20.0
229551,"ottawa, ontario, canada",28.0
229632,"duchesne, utah, usa",23.0
229707,"hawthorne, new jersey, usa",38.0
229807,"carlos paz, cordoba, argentina",34.0
229921,"victoria, british columbia, canada",32.0
230115,"ap, florida, usa",44.0
230220,"scottsdale, arizona, usa",32.0
230336,"saarbrücken, saarland, germany",25.0
230402,"san diego, california, usa",32.0
230496,"simi valley, california, usa",34.0
230522,"colorado springs, colorado, usa",52.0
230699,"seattle, washington, usa",30.0
230708,"modesto, california, usa",43.0
231081,"grand prairie, texas, usa",15.0
231159,"san diego, california, usa",32.0
231210,"roanoke, virginia, usa",44.0
231252,"woodstock, ,",32.0
231294,"duesseldorf, nordrhein-westfalen, germany",31.0
231374,"montreal, quebec, canada",20.0
231416,"sebastopol, california, usa",32.0
231827,"festus, missouri, usa",32.0
231857,"canberra, australian capital territory, australia",46.0
231891,"zuerich, zuerich, switzerland",33.0
232036,"springfield, , usa",32.0
232131,"oakland, california, usa",32.0
232625,"tampa, florida, usa",32.0
232945,"newport, rhode island, usa",28.0
232989,"grassobbio (bg), lombardia, italy",34.0
233256,"new york, new york, usa",36.0
233656,"tulsa, oklahoma, usa",32.0
233693,"monza, lombardia, italy",26.0
233747,"melbourne, victoria, australia",29.0
233889,"brisbane, queensland, australia",37.0
233911,"romney, west virginia, usa",41.0
234281,"fribourg, fribourg, switzerland",32.0
234359,"morro bay, california, usa",35.0
234614,"springfield, illinois, usa",32.0
234623,"scarborough, maine, usa",32.0
234683,"lappvik, etelä-suomen lääni, finland",23.0
234721,"hazelwood, missouri, usa",32.0
234765,"kuching, sarawak, malaysia",28.0
234828,"fairbanks, alaska, usa",32.0
235105,"st louis, missouri, usa",46.0
235282,"encino, california, usa",43.0
235384,"rio rancho, new mexico, usa",32.0
235392,"st. louis, missouri, usa",27.0
235498,"lisboa, lisboa, portugal",42.0
235842,"griswold, iowa, usa",41.0
235921,"portland, maine, usa",32.0
235935,"bridgeton, new jersey, usa",43.0
236038,"townsville, queensland, australia",34.0
236172,"chesapeake, virginia, usa",34.0
236283,"orlando, florida, usa",41.0
236340,"st kilda, victoria, australia",29.0
236655,"rochdale, england, united kingdom",30.0
236668,"kanata, ontario, canada",20.0
236727,"cardiff, wales, united kingdom",32.0
236757,"mars, pennsylvania, usa",32.0
237001,"ahwatukee, arizona, usa",32.0
237074,"alsdorf, nordrhein-westfalen, germany",38.0
237175,"grand rapids, michigan, usa",32.0
237268,"springfield, illinois, usa",42.0
237299,"calgary, alberta, canada",32.0
237411,"irvine, california,",32.0
237713,"cleveland, ohio, usa",53.0
237727,"waterloo, ontario, canada",66.0
238057,"la jolla, california, usa",32.0
238096,"victor, new york, usa",41.0
238120,"louisville, kentucky, usa",25.0
238186,"montclair, new jersey, usa",36.0
238526,"charleston, south carolina, usa",32.0
238541,"vancouver, british columbia, canada",32.0
238545,"mountain view, california, usa",32.0
238557,"kuala lumpur, selangor, malaysia",21.0
238568,"middletown, maryland, usa",66.0
238613,"st. john`s, newfoundland, canada",37.0
238699,"amagansett, new york, usa",32.0
238781,"yucca valley, california, usa",51.0
238864,"powys, wales, united kingdom",32.0
238889,"clark fork, idaho, usa",33.0
238961,"antioch, illinois, usa",18.0
239551,"cambridge, england, united kingdom",31.0
239584,"gilroy, california, usa",32.0
239788,"croydon, victoria, australia",33.0
239808,"millbrook, ontario, canada",32.0
240035,"birmingham, alabama, usa",32.0
240100,"roma, lazio, italy",32.0
240131,"sherwood park, alberta, canada",26.0
240144,"muskego, wisconsin, usa",34.0
240375,"winnipeg, manitoba, canada",34.0
240484,"great bend, kansas, usa",56.0
240710,"edgerton, ohio, usa",32.0
241093,"lacey, washington, usa",14.0
241100,"cincinnati, ohio, usa",17.0
241198,"stuttgart, baden-württemberg, germany",32.0
241214,"de soto, ,",32.0
241268,"barcelona, catalunya, spain",34.0
241346,"perth, western australia, australia",32.0
241432,"budenheim, rheinland-pfalz, germany",23.0
241513,"waterford, michigan, usa",32.0
242006,"santo domingo, distrito nacional, dominican republic",30.0
242073,"aldergrove, british columbia, canada",28.0
242098,"surrey, british columbia, canada",22.0
242106,"covington, virginia, usa",28.0
242143,"fort frances, ontario, canada",32.0
242157,"sydney, new south wales, australia",34.0
242299,"orlando, florida, usa",25.0
242310,"chicopee, massachusetts, usa",26.0
242639,"avon, connecticut, usa",17.0
242646,"ft myers beach, florida, usa",32.0
242824,"belton, texas, usa",21.0
243089,"palo alto, california, usa",32.0
243236,"modesto, california, usa",50.0
243294,"geismar, louisiana, usa",25.0
243311,"marion, ohio, usa",32.0
243360,"east elmhurst, new york, usa",32.0
243585,"goodyear, arizona, usa",56.0
243651,"saugatuck, ,",32.0
243686,"cohasset, massachusetts, usa",32.0
243700,"milwaukee, wisconsin, usa",32.0
243876,"bonn-beuel, nordrhein-westfalen, germany",31.0
243891,"cary, north carolina, usa",32.0
244139,"halle, sachsen-anhalt, germany",32.0
244286,"howell, new jersey, usa",22.0
244349,"los banos, california, usa",40.0
244420,"kenmore, ,",32.0
244493,"poway, california, usa",32.0
244662,"old perlican, newfoundland, canada",29.0
244736,"forest grove, oregon, usa",23.0
244955,"fredericton, new brunswick, canada",32.0
244994,"ostermundigen, bern, switzerland",32.0
245428,"wonthaggi, victoria, australia",20.0
245655,"atlanta, georgia, usa",36.0
245740,"new brighton, minnesota, usa",42.0
245790,"oradea, bihor, romania",16.0
245812,"canberra, act, australian capital territory, australia",32.0
245827,"albuquerque, ,",32.0
245864,"superior, wisconsin, usa",46.0
245925,"sacramento, california, usa",57.0
245963,"saint louis, missouri, usa",32.0
246311,"lynnwood, washington, usa",35.0
246513,"virginia beach, virginia, usa",23.0
246617,"derby, england, united kingdom",27.0
246655,"mooresville, north carolina, usa",32.0
246820,"encinitas, california, usa",39.0
247201,"derby, western australia, australia",32.0
247211,"yankalilla, south australia, australia",54.0
247240,"port of spain, maraval, trinidad and tobago",31.0
247241,"avalon, wisconsin, usa",37.0
247391,"madrid, n/a, spain",27.0
247429,"marshfield, wisconsin, usa",39.0
247447,"long beach, california, usa",19.0
247582,"windsor, ontario, canada",58.0
247726,"oak park, illinois, usa",30.0
247747,"portsmouth, ohio, usa",32.0
247752,"wake forest, north carolina, usa",30.0
247890,"orlando, florida, usa",49.0
247905,"cobble hill, british columbia, canada",32.0
247978,"bonn, nordrhein-westfalen, germany",30.0
248008,"shelton, washington, usa",44.0
248259,"miami lakes, florida, usa",32.0
248496,"coquitlam, british columbia, canada",32.0
248540,"amsterdam, n/a, netherlands",50.0
248547,"nottingham, england, united kingdom",50.0
248718,"hyde park, new york, usa",43.0
249031,"madrid, n/a, spain",37.0
249048,"long beach, california, usa",32.0
249140,"kuala lumpur, wilayah persekutuan, malaysia",46.0
249187,"houston, texas, usa",62.0
249305,"lewiston, idaho, usa",54.0
249407,"nashville, tennessee, usa",22.0
249628,"whitney, texas, usa",51.0
249658,"lower templestowe, victoria, australia",35.0
249791,"york, pennsylvania, usa",38.0
249894,"duncansville, pennsylvania, usa",32.0
250105,"london, england, united kingdom",32.0
250359,"lünen, nordrhein-westfalen, germany",23.0
250405,"columbus, ohio, usa",55.0
250444,"oconto falls, wisconsin, usa",19.0
250510,"st. louis, missouri, usa",32.0
250523,"milton, florida, usa",45.0
250609,"silverlake, california, usa",24.0
250645,"thunder bay, ontario, canada",22.0
250751,"glenfield, n/a, australia",31.0
250764,"cove, oregon, usa",32.0
250794,"chapel hill, north carolina, usa",32.0
251050,"mount pleasant, south carolina, usa",25.0
251140,"redding, california, usa",25.0
251352,"monrovia, california, usa",32.0
251362,"minneapolis, minnesota, usa",25.0
251450,"corsico (mi), lombardia, italy",37.0
251580,"brighton, michigan, usa",39.0
251613,"sonoma, california, usa",34.0
251801,"dortmund, nordrhein-westfalen, germany",24.0
251843,"homer city, pennsylvania, usa",32.0
251844,"lisboa, lisboa, portugal",30.0
251890,"emerald, wisconsin, usa",52.0
252045,"decatur, georgia, usa",32.0
252071,"catawba, wisconsin, usa",32.0
252113,"eugene, oregon, usa",32.0
252642,"halifax, nova scotia, canada",27.0
252655,"dinslaken, nordrhein-westfalen, germany",32.0
252676,"clifton, new jersey, usa",34.0
252695,"lincoln, nebraska, usa",32.0
252713,"sydney, new south wales, australia",32.0
252726,"lehi, , usa",38.0
252827,"sheffield, england, united kingdom",36.0
252846,"chatham, ontario, canada",16.0
252848,"vinton, virginia, usa",32.0
252903,"canterbury, england, united kingdom",21.0
253563,"big rapids, michigan, usa",33.0
253590,"frankfurt am main, hessen, germany",32.0
253626,"brooklyn, new york, usa",23.0
253629,"gulf breeze, florida, usa",32.0
253821,"fulton, missouri, usa",32.0
254064,"columbia, pennsylvania, usa",45.0
254206,"tucson, arizona, usa",31.0
254241,"orange park, florida, usa",35.0
254377,"niles, michigan, usa",50.0
254465,"maryville, tennessee, usa",22.0
254498,"cuneo, piemonte, italy",32.0
254502,"leeds, west yorkshire, united kingdom",41.0
254865,"melbourne, victoria, australia",32.0
254899,"browns mills, new jersey, usa",54.0
254971,"boise, idaho, usa",53.0
255092,"corrales, new mexico, usa",32.0
255218,"anaheim, california, usa",46.0
255489,"sherman oaks, california, usa",32.0
255846,"paris, paris, france",21.0
255943,"stockport, cheshire, united kingdom",41.0
256167,"temecula, california, usa",14.0
256251,"houston, texas, usa",32.0
256407,"florissant, missouri, usa",58.0
256892,"raleigh, north carolina, usa",32.0
257021,"somerville, new jersey, usa",16.0
257028,"chicago heights, illinois, usa",31.0
257204,"akron, ohio, usa",32.0
257450,"chicago, illinois, usa",32.0
257625,"medfield, massachusetts, usa",22.0
257944,"milano, lombardia, italy",32.0
258151,"beaverton, oregon, usa",32.0
258152,"calgary, alberta, canada",29.0
258160,"buford, georgia, usa",23.0
258413,"walluf, hessen, germany",36.0
258553,"jonesboro, georgia, usa",32.0
258690,"calgary, alberta, canada",32.0
258874,"london, england, united kingdom",32.0
258938,"los angeles, california, usa",27.0
259057,"castelldefels, barcelona, spain",15.0
259125,"rock island, illinois, usa",44.0
259158,"houston, texas, usa",30.0
259199,"eugene, oregon, usa",32.0
259259,"woodruff, south carolina, usa",30.0
259260,"fair haven, michigan, usa",56.0
259288,"kingsport, tennessee, usa",32.0
259363,"columbus, ohio, usa",29.0
259408,"apex, north carolina, usa",32.0
259542,"cary, north carolina, usa",32.0
259625,"meridian, texas, usa",32.0
259629,"carrollton, texas, usa",51.0
259635,"bilbao, vizcaya, spain",28.0
259930,"miami, florida, usa",25.0
259974,"schuepfheim, luzern, switzerland",32.0
260196,"lexington, kentucky, usa",32.0
260419,"fairview, oregon, usa",32.0
260897,"chicago, illinois, usa",25.0
260944,"stratford, connecticut, usa",32.0
261037,"manchester, england, united kingdom",32.0
261105,"basel, basel-stadt, switzerland",50.0
261291,"wichita, kansas, usa",32.0
261603,"san bernardino, california, usa",27.0
261685,"bethpage, new york, usa",43.0
261829,"fpo, ap, usa",32.0
261956,"barcelona, catalonia, spain",32.0
262014,"clarksdale, mississippi, usa",56.0
262208,"los angeles, ,",37.0
262297,"madrid, madrid, spain",33.0
262311,"greenfield park, quebec, canada",53.0
262391,"san angelo, texas, usa",17.0
262399,"glen allen, virginia, usa",48.0
262467,"port saint lucie, florida, usa",32.0
262470,"colorado springs, colorado, usa",32.0
262634,"lisle, new york, usa",17.0
262940,"san diego, ,",32.0
263054,"port townsend, washington, usa",54.0
263163,"austin, texas, usa",26.0
263227,"welling, england, united kingdom",28.0
263383,"arlington, ,",32.0
263460,"tampa, florida, usa",31.0
263500,"lehigh acres, florida, usa",57.0
263637,"oakdale, california, usa",37.0
263852,"lake mary, florida, usa",65.0
263877,"victoria, british columbia, canada",44.0
264082,"irving, texas, usa",42.0
264321,"toronto, ontario, canada",33.0
264501,"magdeburg, sachsen-anhalt, germany",32.0
264543,"quincy, massachusetts, usa",32.0
265095,"vancouver, british columbia, canada",32.0
265115,"vista, california, usa",32.0
265299,"cerritos, california, usa",32.0
265313,"morrisville, north carolina, usa",33.0
265591,"sevilla, sevilla, spain",32.0
265595,"palmerston north, manawatu, new zealand",31.0
265701,"ocean grove, victoria, australia",68.0
265784,"san jose, california, usa",32.0
265834,"madrid, madrid, spain",51.0
266226,"new york, new york, usa",32.0
266522,"burnaby, british columbia, canada",32.0
266570,"lemgo, nordrhein-westfalen, germany",34.0
266824,"schwetzingen, baden-wuerttemberg, germany",44.0
266840,"columbia, south carolina, usa",22.0
266865,"reston, virginia, usa",33.0
266866,"northamptonshire, england, united kingdom",33.0
267282,"tehachapi, california, usa",35.0
267326,"longwood, florida, usa",37.0
267418,"weingarten, baden-württemberg, germany",32.0
267621,"fort lauderdale, florida, usa",68.0
267635,"bartlesville, oklahoma, usa",69.0
267788,"kenosha, wisconsin, usa",41.0
268030,"christchurch, canterbury, new zealand",32.0
268032,"sunnyvale, california, usa",34.0
268143,"bloomfield, michigan, usa",32.0
268195,"kitchener, ontario, canada",67.0
268292,"brownsville, ,",23.0
268330,"miami, florida, usa",23.0
268618,"bloomfield, new jersey, usa",32.0
268932,"red deer, alberta, canada",38.0
269009,"weston-super-mare, england, united kingdom",16.0
269157,"ann arbor, michigan, usa",32.0
269198,"englewood, new jersey, usa",32.0
269321,"walpole, massachusetts, usa",49.0
269337,"toronto, ontario, canada",32.0
269397,"porto, porto, portugal",32.0
269566,"seattle, washington, usa",9.0
269677,"st. louis, missouri, usa",25.0
269719,"jacksonville, north carolina, usa",33.0
269728,"london, england, united kingdom",40.0
269890,"niles, michigan, usa",27.0
270084,"manchester, new hampshire, usa",32.0
270353,"newcastle, new south wales, australia",27.0
270522,"mobile, alabama, usa",32.0
270820,"west bend, wisconsin, usa",52.0
270906,"lindsey, ohio, usa",32.0
270945,"remseck, n/a, germany",32.0
271195,"elsmere, kentucky, usa",39.0
271284,"alexandria, virginia, usa",50.0
271538,"alexandria, virginia, usa",23.0
271659,"st-antoine, new brunswick, canada",21.0
271705,"atlanta, georgia, usa",25.0
271844,"elfin forest, ,",93.0
272407,"lakewood, colorado, usa",32.0
272897,"flushing, new york, usa",32.0
273110,"arco, ,",51.0
273347,"maryland heights, missouri, usa",32.0
273507,"new orleans, louisiana, usa",41.0
273912,"toronto, ontario, canada",29.0
274004,"sydenham, london, england, united kingdom",41.0
274056,"seattle, washington, usa",24.0
274061,"gahanna/columbus, ohio, usa",26.0
274111,"massagno, ticino, switzerland",32.0
274175,"annecy, haute-savoie, france",32.0
274220,"halle, sachsen-anhalt, germany",28.0
274308,"delray beach, florida, usa",33.0
274325,"amsterdam, n/a, netherlands",51.0
274383,"hummelstown, pennsylvania, usa",45.0
274423,"creswell, oregon, usa",32.0
275850,"bellevue, kentucky, usa",32.0
275970,"pittsburgh, pennsylvania, usa",46.0
276018,"cologne, nordrhein-westfalen, germany",33.0
276275,"new york, new york, usa",32.0
276498,"arlington, texas, usa",32.0
276647,"arlington heights, illinois, usa",13.0
276664,"daventry, england, united kingdom",31.0
276939,"poissy, yvelines, france",23.0
277203,"olympia, washington, usa",8.0
277230,"efland, north carolina, usa",32.0
277378,"vancouver, british columbia, canada",33.0
277478,"schiedam, zuid-holland, netherlands",31.0
278188,"lake george, new york, usa",34.0
278418,"omaha, nebraska, usa",32.0
278846,"toronto, ontario, canada",23.0
278852,"brisbane, queensland, australia",32.0
